payment_id,payment_method,payment_status,payment_date
25463,UPI,Paid,2024-11-21
25464,Net Banking,Paid,2025-10-09
25465,UPI,Paid,2025-11-01
25466,UPI,Failed,2026-06-12
25467,UPI,Paid,2024-10-07
25468,Cash,Paid,2026-04-09
25469,UPI,Paid,2024-11-10
25470,UPI,Paid,2024-12-31
25471,UPI,Paid,2025-12-05
25472,UPI,Paid,2024-09-28
25473,Wallet,Paid,2026-02-12
25474,UPI,Paid,2025-12-15
25475,Card,Paid,2024-10-08
25476,UPI,Paid,2025-11-15
25477,UPI,Paid,2024-12-07
25478,Card,Paid,2025-02-18
25479,Card,Paid,2026-01-21
25480,Cash,Pending,2025-07-30
25481,UPI,Paid,2024-08-16
25482,UPI,Paid,2024-09-28
25483,Net Banking,Paid,2025-05-23
25484,Card,Paid,2025-01-01
25485,UPI,Failed,2026-03-14
25486,Card,Paid,2026-03-08
25487,Net Banking,Paid,2025-08-13
25488,UPI,Paid,2025-10-08
25489,Cash,Paid,2025-03-01
25490,Cash,Paid,2026-04-25
25491,Cash,Paid,2025-04-07
25492,Cash,Paid,2026-02-05
25493,UPI,Paid,2025-02-24
25494,Wallet,Paid,2026-06-21
25495,UPI,Pending,2025-04-20
25496,Card,Paid,2026-05-08
25497,Card,Paid,2026-03-07
25498,Card,Paid,2025-10-14
25499,UPI,Paid,2025-10-30
25500,UPI,Paid,2024-10-25
25501,UPI,Paid,2025-11-21
25502,Card,Paid,2025-02-27
25503,UPI,Paid,2025-01-22
25504,UPI,Paid,2026-06-20
25505,UPI,Paid,2026-01-18
25506,UPI,Paid,2025-11-29
25507,UPI,Paid,2026-01-12
25508,Card,Paid,2024-09-10
25509,Net Banking,Paid,2026-07-09
25510,UPI,Paid,2025-12-13
25511,UPI,Refunded,2025-03-10
25512,Card,Paid,2026-06-01
25513,UPI,Paid,2025-01-23
25514,UPI,Refunded,2025-01-23
25515,Card,Paid,2026-05-27
25516,Net Banking,Paid,2025-11-13
25517,UPI,Pending,2024-12-22
25518,UPI,Failed,2025-01-17
25519,UPI,Paid,2024-11-13
25520,UPI,Paid,2026-02-09
25521,Cash,Paid,2025-12-29
25522,Cash,Pending,2026-03-09
25523,Cash,Failed,2025-08-21
25524,UPI,Pending,2026-02-09
25525,UPI,Paid,2025-04-22
25526,UPI,Paid,2025-09-17
25527,UPI,Failed,2025-04-08
25528,Wallet,Paid,2024-11-22
25529,UPI,Paid,2026-05-08
25530,Card,Paid,2025-09-17
25531,UPI,Paid,2025-06-24
25532,Wallet,Paid,2026-05-22
25533,UPI,Failed,2026-02-06
25534,UPI,Failed,2025-10-08
25535,Wallet,Paid,2026-07-03
25536,Card,Paid,2025-11-27
25537,Wallet,Paid,2025-01-15
25538,UPI,Paid,2026-08-05
25539,Cash,Paid,2026-07-02
25540,UPI,Paid,2026-08-03
25541,Wallet,Paid,2026-04-28
25542,UPI,Paid,2026-01-10
25543,Cash,Refunded,2024-11-02
25544,UPI,Paid,2025-04-02
25545,UPI,Paid,2024-10-22
25546,Cash,Paid,2025-06-28
25547,UPI,Paid,2025-11-15
25548,UPI,Paid,2025-09-13
25549,UPI,Paid,2024-09-14
25550,Cash,Paid,2024-09-10
25551,Net Banking,Paid,2025-09-25
25552,UPI,Paid,2025-04-20
25553,UPI,Paid,2025-11-13
25554,UPI,Pending,2024-11-14
25555,Card,Paid,2024-12-20
25556,UPI,Paid,2026-01-19
25557,Cash,Paid,2026-02-28
25558,Cash,Paid,2026-04-21
25559,Cash,Paid,2024-08-11
25560,UPI,Pending,2025-12-17
25561,Cash,Paid,2025-10-07
25562,Card,Paid,2024-12-13
25563,Cash,Paid,2026-01-26
25564,UPI,Paid,2026-07-07
25565,Card,Failed,2025-06-19
25566,Net Banking,Pending,2025-10-08
25567,UPI,Paid,2025-07-14
25568,UPI,Paid,2024-12-14
25569,Wallet,Pending,2025-12-23
25570,Card,Paid,2026-03-18
25571,Net Banking,Paid,2025-08-18
25572,Card,Paid,2025-09-15
25573,Cash,Paid,2025-09-09
25574,UPI,Paid,2025-09-16
25575,Net Banking,Paid,2025-05-15
25576,Card,Paid,2025-11-14
25577,UPI,Paid,2024-12-29
25578,UPI,Paid,2025-08-12
25579,UPI,Paid,2025-05-26
25580,Net Banking,Paid,2025-11-30
25581,UPI,Paid,2025-03-10
25582,UPI,Paid,2025-05-15
25583,Net Banking,Paid,2025-04-26
25584,Cash,Paid,2025-12-04
25585,UPI,Paid,2025-01-15
25586,UPI,Paid,2024-11-21
25587,Cash,Paid,2026-03-19
25588,UPI,Paid,2025-05-16
25589,UPI,Paid,2025-01-20
25590,Cash,Paid,2025-05-04
25591,UPI,Paid,2026-01-04
25592,Card,Paid,2024-11-28
25593,Card,Paid,2025-02-07
25594,UPI,Paid,2025-11-12
25595,Cash,Paid,2025-12-03
25596,Net Banking,Refunded,2025-02-07
25597,UPI,Paid,2024-11-09
25598,Card,Paid,2026-07-21
25599,Cash,Paid,2024-10-27
25600,UPI,Paid,2024-09-04
25601,UPI,Paid,2024-08-22
25602,Cash,Failed,2026-04-14
25603,UPI,Pending,2025-09-12
25604,UPI,Failed,2025-10-27
25605,Wallet,Paid,2024-10-21
25606,Card,Paid,2025-08-23
25607,Card,Paid,2024-10-21
25608,Card,Paid,2025-03-28
25609,UPI,Paid,2024-10-14
25610,Card,Paid,2026-06-21
25611,Card,Paid,2025-01-06
25612,UPI,Paid,2025-01-31
25613,UPI,Paid,2025-12-26
25614,UPI,Paid,2026-01-17
25615,UPI,Paid,2026-03-28
25616,UPI,Paid,2024-12-28
25617,Cash,Paid,2026-03-14
25618,Card,Paid,2025-06-05
25619,UPI,Paid,2025-02-04
25620,Card,Paid,2026-05-14
25621,UPI,Paid,2024-10-14
25622,UPI,Paid,2025-04-04
25623,Cash,Refunded,2025-09-08
25624,Cash,Paid,2025-08-02
25625,UPI,Paid,2024-09-21
25626,UPI,Paid,2025-09-20
25627,UPI,Paid,2026-05-28
25628,Net Banking,Paid,2024-11-26
25629,Cash,Paid,2024-10-07
25630,UPI,Paid,2025-05-02
25631,UPI,Paid,2025-08-30
25632,UPI,Paid,2025-05-30
25633,Card,Paid,2024-10-23
25634,Wallet,Paid,2024-12-26
25635,Card,Paid,2026-05-13
25636,Net Banking,Paid,2025-03-23
25637,Cash,Paid,2025-07-21
25638,UPI,Paid,2025-11-19
25639,Net Banking,Paid,2024-09-03
25640,UPI,Paid,2025-11-01
25641,Card,Paid,2025-08-17
25642,UPI,Paid,2025-05-13
25643,UPI,Paid,2026-02-26
25644,Cash,Paid,2025-06-28
25645,Net Banking,Paid,2025-04-15
25646,Wallet,Paid,2025-10-10
25647,Net Banking,Paid,2025-12-26
25648,UPI,Paid,2026-03-24
25649,UPI,Paid,2026-01-11
25650,UPI,Paid,2025-06-19
25651,UPI,Pending,2025-10-05
25652,UPI,Paid,2026-02-26
25653,UPI,Paid,2025-08-03
25654,UPI,Paid,2025-01-04
25655,Card,Paid,2026-08-02
25656,Card,Paid,2025-06-07
25657,Net Banking,Paid,2026-03-11
25658,UPI,Paid,2024-09-09
25659,UPI,Paid,2026-03-23
25660,UPI,Paid,2025-11-03
25661,UPI,Paid,2026-03-08
25662,Card,Paid,2025-05-25
25663,Card,Paid,2026-06-30
25664,Wallet,Paid,2024-11-04
25665,UPI,Paid,2025-06-02
25666,UPI,Paid,2025-12-11
25667,UPI,Paid,2025-09-04
25668,Card,Paid,2026-02-18
25669,Card,Paid,2026-06-16
25670,UPI,Paid,2025-09-12
25671,UPI,Paid,2025-08-30
25672,UPI,Pending,2026-01-13
25673,Card,Paid,2025-01-25
25674,Cash,Paid,2025-11-17
25675,UPI,Paid,2025-08-21
25676,Card,Paid,2024-11-03
25677,UPI,Paid,2024-12-18
25678,Card,Paid,2025-02-27
25679,Card,Paid,2025-10-02
25680,UPI,Paid,2024-12-02
25681,UPI,Paid,2025-03-02
25682,Net Banking,Paid,2025-12-13
25683,Cash,Failed,2024-11-02
25684,UPI,Paid,2026-04-19
25685,Card,Paid,2025-09-02
25686,UPI,Paid,2025-06-10
25687,Cash,Paid,2026-06-26
25688,Card,Failed,2025-04-25
25689,Net Banking,Paid,2026-03-07
25690,UPI,Pending,2024-10-10
25691,Card,Paid,2026-02-24
25692,UPI,Paid,2024-10-21
25693,UPI,Paid,2026-02-20
25694,Cash,Paid,2025-06-21
25695,UPI,Paid,2026-05-07
25696,Card,Paid,2025-02-28
25697,UPI,Paid,2025-06-28
25698,UPI,Paid,2025-09-24
25699,Net Banking,Paid,2025-12-11
25700,UPI,Paid,2024-08-29
25701,Card,Paid,2026-01-24
25702,Cash,Paid,2024-09-12
25703,Net Banking,Paid,2024-10-19
25704,Cash,Paid,2024-08-10
25705,UPI,Paid,2025-12-31
25706,UPI,Paid,2026-07-02
25707,Card,Paid,2025-11-26
25708,Wallet,Paid,2026-02-18
25709,UPI,Paid,2025-09-28
25710,Cash,Paid,2025-03-19
25711,UPI,Paid,2024-08-18
25712,UPI,Paid,2025-11-20
25713,UPI,Paid,2025-11-07
25714,Net Banking,Paid,2024-10-10
25715,UPI,Paid,2026-06-12
25716,UPI,Paid,2025-07-30
25717,UPI,Paid,2025-04-16
25718,UPI,Paid,2024-10-12
25719,UPI,Paid,2025-07-19
25720,Net Banking,Paid,2024-12-12
25721,UPI,Paid,2025-04-09
25722,UPI,Paid,2025-05-24
25723,UPI,Paid,2024-12-31
25724,Card,Paid,2026-03-10
25725,Card,Failed,2025-06-07
25726,Net Banking,Pending,2026-02-18
25727,UPI,Paid,2025-11-16
25728,UPI,Paid,2025-06-11
25729,Cash,Paid,2025-04-12
25730,UPI,Paid,2025-05-11
25731,Cash,Paid,2025-12-12
25732,UPI,Paid,2026-06-25
25733,UPI,Paid,2024-12-20
25734,UPI,Paid,2025-11-10
25735,UPI,Paid,2025-03-19
25736,UPI,Pending,2025-05-13
25737,Card,Paid,2026-06-18
25738,UPI,Paid,2025-01-18
25739,Net Banking,Paid,2025-03-26
25740,Cash,Paid,2024-10-24
25741,UPI,Paid,2024-10-31
25742,Card,Paid,2026-02-04
25743,UPI,Paid,2026-06-17
25744,Wallet,Pending,2025-04-30
25745,UPI,Paid,2025-08-11
25746,UPI,Paid,2025-08-21
25747,Cash,Paid,2026-03-09
25748,UPI,Paid,2024-08-10
25749,Card,Paid,2025-06-14
25750,UPI,Pending,2026-06-17
25751,UPI,Paid,2024-08-11
25752,UPI,Paid,2025-08-14
25753,Card,Paid,2025-11-04
25754,UPI,Paid,2024-12-08
25755,Cash,Paid,2025-01-03
25756,Cash,Paid,2024-12-03
25757,UPI,Paid,2025-04-13
25758,UPI,Failed,2026-04-13
25759,Net Banking,Paid,2024-08-15
25760,Wallet,Paid,2025-12-21
25761,Wallet,Paid,2026-01-03
25762,UPI,Paid,2025-11-10
25763,Cash,Paid,2026-05-14
25764,UPI,Pending,2025-09-29
25765,UPI,Paid,2024-12-15
25766,Net Banking,Paid,2025-01-28
25767,Cash,Paid,2024-09-24
25768,UPI,Paid,2024-10-17
25769,Card,Paid,2026-05-12
25770,UPI,Failed,2026-04-30
25771,UPI,Paid,2025-08-18
25772,UPI,Paid,2025-01-26
25773,UPI,Failed,2026-07-07
25774,UPI,Paid,2025-12-31
25775,UPI,Paid,2025-05-09
25776,UPI,Paid,2026-04-25
25777,Cash,Paid,2026-07-22
25778,UPI,Paid,2026-02-25
25779,Card,Failed,2026-07-17
25780,UPI,Paid,2026-06-28
25781,UPI,Paid,2025-10-12
25782,UPI,Paid,2024-09-26
25783,UPI,Paid,2025-08-27
25784,UPI,Paid,2026-06-29
25785,UPI,Paid,2026-03-24
25786,Net Banking,Paid,2024-12-18
25787,UPI,Paid,2026-01-26
25788,Card,Paid,2024-09-23
25789,Net Banking,Paid,2025-02-22
25790,UPI,Paid,2025-11-13
25791,UPI,Paid,2025-01-15
25792,Card,Paid,2026-06-09
25793,UPI,Paid,2026-02-17
25794,Wallet,Paid,2025-07-01
25795,Card,Paid,2025-02-05
25796,Card,Paid,2026-01-29
25797,UPI,Paid,2025-06-09
25798,Cash,Paid,2024-08-17
25799,Card,Paid,2024-12-29
25800,Cash,Paid,2025-07-24
25801,Cash,Paid,2025-10-13
25802,Card,Paid,2026-06-29
25803,UPI,Paid,2025-02-22
25804,Card,Paid,2026-06-30
25805,UPI,Paid,2026-04-24
25806,Card,Paid,2025-09-15
25807,UPI,Paid,2025-12-22
25808,Card,Paid,2025-01-19
25809,Card,Paid,2024-11-22
25810,Wallet,Failed,2024-12-01
25811,Cash,Paid,2025-09-18
25812,Card,Paid,2024-10-24
25813,Wallet,Failed,2026-03-26
25814,UPI,Paid,2025-03-18
25815,UPI,Paid,2026-02-09
25816,Card,Paid,2026-05-02
25817,UPI,Paid,2024-10-22
25818,UPI,Paid,2024-11-16
25819,UPI,Paid,2026-01-21
25820,UPI,Pending,2024-10-06
25821,Card,Refunded,2025-04-18
25822,Net Banking,Failed,2025-06-17
25823,Card,Paid,2025-09-17
25824,UPI,Paid,2025-06-08
25825,UPI,Paid,2026-04-04
25826,UPI,Failed,2026-07-11
25827,UPI,Failed,2024-09-09
25828,Wallet,Paid,2025-05-29
25829,Net Banking,Paid,2025-08-28
25830,Cash,Paid,2025-08-30
25831,Card,Pending,2025-10-16
25832,Cash,Paid,2026-06-10
25833,Card,Paid,2025-06-11
25834,UPI,Paid,2025-04-29
25835,Card,Paid,2025-04-20
25836,Cash,Paid,2025-01-16
25837,UPI,Paid,2025-11-10
25838,Cash,Paid,2025-12-30
25839,Wallet,Paid,2025-01-31
25840,Cash,Paid,2025-04-21
25841,UPI,Paid,2026-06-06
25842,UPI,Paid,2024-09-28
25843,UPI,Pending,2025-01-27
25844,Card,Paid,2025-01-03
25845,UPI,Refunded,2024-08-27
25846,UPI,Paid,2026-04-29
25847,UPI,Paid,2025-05-15
25848,UPI,Paid,2026-01-08
25849,Card,Paid,2025-01-24
25850,Net Banking,Paid,2025-11-10
25851,UPI,Paid,2025-08-09
25852,UPI,Paid,2025-06-25
25853,Cash,Paid,2026-06-26
25854,UPI,Paid,2024-10-14
25855,UPI,Paid,2025-12-28
25856,UPI,Paid,2026-01-11
25857,Card,Paid,2026-05-26
25858,Cash,Paid,2025-07-24
25859,UPI,Paid,2025-10-23
25860,UPI,Paid,2026-08-02
25861,UPI,Paid,2024-08-24
25862,Net Banking,Paid,2025-10-03
25863,UPI,Paid,2025-12-05
25864,UPI,Paid,2024-09-12
25865,Cash,Paid,2025-05-02
25866,UPI,Paid,2024-10-30
25867,UPI,Paid,2025-06-17
25868,Wallet,Paid,2025-10-03
25869,UPI,Paid,2025-05-07
25870,Net Banking,Paid,2026-01-21
25871,Card,Paid,2025-05-06
25872,Cash,Paid,2026-01-23
25873,Net Banking,Paid,2026-04-26
25874,UPI,Paid,2025-08-24
25875,UPI,Failed,2024-11-26
25876,Net Banking,Paid,2025-10-31
25877,Card,Paid,2025-01-11
25878,UPI,Paid,2025-07-29
25879,UPI,Paid,2026-02-05
25880,UPI,Paid,2026-05-04
25881,UPI,Refunded,2026-06-23
25882,Wallet,Paid,2025-08-05
25883,Card,Paid,2026-01-26
25884,Net Banking,Paid,2026-02-05
25885,Wallet,Paid,2026-07-31
25886,UPI,Paid,2025-03-05
25887,UPI,Paid,2025-08-06
25888,UPI,Paid,2026-02-26
25889,Cash,Paid,2025-03-21
25890,UPI,Paid,2025-02-28
25891,UPI,Paid,2025-11-06
25892,UPI,Paid,2025-11-07
25893,Card,Paid,2025-09-09
25894,Cash,Pending,2026-04-26
25895,UPI,Paid,2026-06-02
25896,Card,Paid,2026-05-02
25897,Cash,Paid,2024-08-13
25898,Card,Paid,2024-09-11
25899,UPI,Paid,2025-07-31
25900,Card,Paid,2025-03-23
25901,Cash,Paid,2025-08-23
25902,UPI,Paid,2026-02-23
25903,UPI,Paid,2025-09-17
25904,UPI,Paid,2024-09-15
25905,UPI,Paid,2025-12-13
25906,Card,Paid,2024-08-05
25907,UPI,Paid,2026-02-01
25908,UPI,Paid,2025-12-11
25909,Net Banking,Paid,2024-08-17
25910,Card,Paid,2025-02-12
25911,Net Banking,Paid,2026-05-18
25912,UPI,Paid,2025-02-22
25913,UPI,Paid,2024-11-18
25914,UPI,Pending,2026-02-12
25915,UPI,Paid,2026-01-20
25916,UPI,Paid,2026-07-01
25917,UPI,Paid,2025-12-15
25918,UPI,Paid,2025-02-11
25919,UPI,Paid,2025-03-04
25920,UPI,Paid,2025-10-03
25921,UPI,Paid,2026-01-21
25922,UPI,Paid,2025-06-26
25923,UPI,Paid,2026-03-14
25924,UPI,Paid,2026-06-11
25925,Wallet,Paid,2025-07-17
25926,UPI,Paid,2024-12-28
25927,Card,Pending,2024-10-17
25928,UPI,Paid,2024-10-21
25929,UPI,Paid,2026-02-11
25930,Net Banking,Pending,2026-01-17
25931,Card,Paid,2024-08-06
25932,UPI,Paid,2025-12-05
25933,UPI,Paid,2026-05-26
25934,UPI,Paid,2026-02-21
25935,UPI,Paid,2025-07-01
25936,UPI,Paid,2024-08-12
25937,Net Banking,Paid,2026-01-12
25938,Net Banking,Paid,2026-07-11
25939,Card,Paid,2024-10-07
25940,UPI,Paid,2026-07-23
25941,UPI,Paid,2025-10-28
25942,UPI,Paid,2025-06-12
25943,Card,Paid,2025-05-22
25944,UPI,Paid,2024-10-05
25945,UPI,Failed,2025-10-07
25946,UPI,Failed,2024-08-31
25947,Card,Paid,2025-07-05
25948,Card,Refunded,2024-08-24
25949,Card,Paid,2026-05-03
25950,Net Banking,Paid,2025-12-07
25951,Card,Paid,2026-07-31
25952,UPI,Paid,2025-08-01
25953,UPI,Paid,2025-02-28
25954,UPI,Refunded,2025-06-19
25955,UPI,Paid,2024-11-21
25956,Net Banking,Paid,2026-02-01
25957,UPI,Paid,2025-06-11
25958,Cash,Paid,2026-07-13
25959,Card,Paid,2025-08-15
25960,UPI,Paid,2025-09-27
25961,UPI,Paid,2026-04-20
25962,Wallet,Pending,2024-09-09
25963,UPI,Failed,2024-08-25
25964,UPI,Paid,2024-10-13
25965,UPI,Paid,2025-04-30
25966,UPI,Paid,2026-06-16
25967,UPI,Pending,2025-07-23
25968,UPI,Paid,2024-12-16
25969,Cash,Paid,2025-01-18
25970,UPI,Paid,2025-02-10
25971,UPI,Paid,2025-04-23
25972,UPI,Paid,2025-08-25
25973,Card,Paid,2025-01-05
25974,UPI,Paid,2024-12-18
25975,Card,Paid,2024-11-19
25976,Net Banking,Paid,2025-04-04
25977,UPI,Paid,2026-07-10
25978,Net Banking,Paid,2025-08-13
25979,UPI,Paid,2025-11-21
25980,UPI,Paid,2024-09-02
25981,Card,Paid,2025-05-19
25982,Cash,Paid,2024-11-21
25983,UPI,Paid,2024-11-24
25984,UPI,Paid,2026-04-01
25985,UPI,Paid,2026-03-19
25986,Card,Failed,2025-12-20
25987,Cash,Paid,2025-10-31
25988,UPI,Refunded,2026-03-20
25989,Card,Paid,2025-11-19
25990,UPI,Paid,2025-10-04
25991,Cash,Paid,2025-04-13
25992,UPI,Pending,2026-07-25
25993,Cash,Paid,2026-01-30
25994,UPI,Pending,2026-06-16
25995,Wallet,Paid,2025-04-30
25996,UPI,Paid,2026-05-26
25997,Card,Paid,2025-05-16
25998,Net Banking,Paid,2025-03-05
25999,UPI,Paid,2025-05-27
26000,UPI,Paid,2025-10-06
26001,Net Banking,Paid,2026-07-14
26002,UPI,Paid,2024-12-12
26003,Card,Paid,2025-09-22
26004,UPI,Paid,2025-12-25
26005,Card,Paid,2026-01-18
26006,Cash,Paid,2025-11-25
26007,Card,Paid,2025-08-25
26008,Card,Refunded,2024-12-17
26009,UPI,Paid,2024-09-14
26010,UPI,Paid,2024-09-20
26011,UPI,Paid,2025-05-29
26012,UPI,Paid,2025-12-08
26013,Cash,Paid,2025-07-18
26014,Card,Paid,2024-10-30
26015,UPI,Failed,2026-06-20
26016,Cash,Paid,2025-11-28
26017,UPI,Paid,2026-06-06
26018,Net Banking,Paid,2025-06-07
26019,Cash,Paid,2026-07-31
26020,Cash,Paid,2024-09-23
26021,UPI,Paid,2024-10-03
26022,Card,Paid,2025-07-05
26023,UPI,Paid,2025-02-11
26024,UPI,Paid,2025-05-09
26025,Wallet,Paid,2026-02-08
26026,UPI,Paid,2024-10-09
26027,Card,Paid,2025-08-17
26028,Cash,Paid,2026-01-19
26029,UPI,Paid,2024-12-31
26030,UPI,Paid,2025-01-14
26031,Net Banking,Pending,2025-12-28
26032,UPI,Paid,2025-07-14
26033,UPI,Paid,2026-01-26
26034,UPI,Paid,2024-12-16
26035,UPI,Paid,2025-11-26
26036,UPI,Paid,2025-12-29
26037,Wallet,Paid,2024-10-19
26038,Cash,Paid,2025-09-09
26039,UPI,Paid,2026-07-05
26040,UPI,Paid,2025-01-16
26041,Card,Paid,2025-07-31
26042,Wallet,Paid,2025-04-15
26043,UPI,Paid,2025-09-06
26044,Wallet,Refunded,2025-03-10
26045,Card,Refunded,2026-03-25
26046,Card,Paid,2025-08-05
26047,Cash,Paid,2025-10-25
26048,Net Banking,Paid,2025-04-09
26049,Card,Paid,2025-05-22
26050,Card,Paid,2026-06-03
26051,Cash,Paid,2025-05-06
26052,UPI,Paid,2026-01-07
26053,Card,Failed,2025-11-06
26054,UPI,Paid,2025-01-05
26055,UPI,Paid,2026-05-03
26056,UPI,Paid,2024-12-13
26057,Cash,Paid,2026-04-12
26058,UPI,Paid,2025-04-21
26059,Card,Paid,2025-11-17
26060,Cash,Paid,2026-05-27
26061,Net Banking,Paid,2025-03-22
26062,UPI,Paid,2025-03-13
26063,Card,Paid,2025-05-04
26064,Card,Paid,2024-09-30
26065,Cash,Paid,2026-01-15
26066,Net Banking,Paid,2026-04-15
26067,Card,Paid,2026-05-26
26068,Cash,Paid,2025-07-20
26069,UPI,Paid,2025-11-09
26070,UPI,Paid,2025-06-14
26071,Net Banking,Paid,2026-01-13
26072,Cash,Pending,2024-09-10
26073,UPI,Paid,2026-04-05
26074,UPI,Paid,2025-06-19
26075,UPI,Paid,2026-02-06
26076,Cash,Paid,2026-03-26
26077,UPI,Pending,2025-08-21
26078,UPI,Failed,2025-09-22
26079,UPI,Paid,2026-06-24
26080,Card,Paid,2025-06-10
26081,UPI,Paid,2025-10-05
26082,UPI,Paid,2026-05-03
26083,UPI,Paid,2025-03-21
26084,Cash,Paid,2024-12-20
26085,Wallet,Paid,2026-02-04
26086,Cash,Paid,2024-12-08
26087,UPI,Paid,2024-09-26
26088,UPI,Paid,2026-06-19
26089,Net Banking,Paid,2025-06-10
26090,UPI,Paid,2025-02-03
26091,UPI,Paid,2026-02-21
26092,Wallet,Paid,2025-06-14
26093,UPI,Paid,2024-09-19
26094,UPI,Paid,2026-05-15
26095,Wallet,Paid,2025-07-15
26096,UPI,Paid,2025-11-07
26097,Cash,Refunded,2025-11-12
26098,Cash,Paid,2026-08-04
26099,Card,Paid,2025-08-20
26100,UPI,Paid,2025-10-09
26101,UPI,Paid,2024-10-15
26102,UPI,Paid,2026-01-10
26103,Card,Paid,2026-03-15
26104,Cash,Paid,2025-07-06
26105,Card,Paid,2026-06-07
26106,Net Banking,Paid,2025-04-10
26107,UPI,Paid,2024-10-25
26108,UPI,Paid,2025-12-24
26109,Card,Paid,2024-09-06
26110,UPI,Paid,2024-11-17
26111,UPI,Paid,2025-02-26
26112,Card,Paid,2025-08-20
26113,Net Banking,Failed,2026-05-12
26114,UPI,Paid,2025-09-06
26115,UPI,Paid,2024-10-13
26116,UPI,Paid,2025-08-27
26117,UPI,Paid,2026-06-10
26118,Cash,Paid,2024-10-20
26119,UPI,Paid,2025-09-01
26120,UPI,Refunded,2025-02-25
26121,UPI,Paid,2025-12-08
26122,Card,Paid,2025-11-11
26123,UPI,Paid,2026-06-30
26124,Cash,Paid,2025-08-22
26125,Card,Paid,2026-04-24
26126,UPI,Paid,2025-07-05
26127,Net Banking,Paid,2024-11-21
26128,UPI,Pending,2025-12-29
26129,UPI,Paid,2025-12-06
26130,UPI,Paid,2025-07-06
26131,UPI,Paid,2025-10-24
26132,UPI,Paid,2025-02-02
26133,UPI,Paid,2025-11-01
26134,UPI,Paid,2025-04-08
26135,Card,Paid,2026-03-03
26136,Card,Paid,2025-11-14
26137,Card,Paid,2025-06-12
26138,Cash,Paid,2025-10-19
26139,Cash,Paid,2025-11-01
26140,UPI,Paid,2025-02-24
26141,Card,Paid,2026-05-19
26142,Cash,Paid,2024-09-19
26143,UPI,Paid,2026-05-01
26144,Cash,Paid,2025-06-01
26145,UPI,Paid,2026-04-06
26146,UPI,Paid,2026-07-05
26147,Cash,Paid,2026-05-05
26148,UPI,Paid,2025-02-01
26149,UPI,Paid,2025-08-27
26150,UPI,Refunded,2026-07-21
26151,Net Banking,Paid,2024-08-19
26152,UPI,Paid,2026-04-11
26153,UPI,Paid,2025-07-07
26154,Net Banking,Paid,2026-08-04
26155,Card,Paid,2025-01-03
26156,UPI,Paid,2025-04-18
26157,Card,Paid,2026-06-26
26158,UPI,Failed,2024-12-23
26159,Net Banking,Paid,2024-08-18
26160,UPI,Paid,2025-03-09
26161,Card,Failed,2024-11-05
26162,Card,Paid,2025-06-03
26163,Card,Paid,2025-07-04
26164,UPI,Pending,2025-07-19
26165,Cash,Paid,2025-12-06
26166,UPI,Paid,2024-09-08
26167,Card,Paid,2025-07-26
26168,Cash,Paid,2025-01-17
26169,Net Banking,Paid,2026-05-26
26170,Wallet,Paid,2025-12-06
26171,Cash,Paid,2026-02-14
26172,UPI,Paid,2025-11-25
26173,Cash,Paid,2025-06-03
26174,UPI,Paid,2024-10-10
26175,UPI,Paid,2025-12-14
26176,UPI,Paid,2024-10-29
26177,UPI,Paid,2025-11-02
26178,Card,Paid,2026-06-12
26179,UPI,Paid,2025-04-02
26180,UPI,Paid,2025-06-07
26181,UPI,Pending,2024-10-28
26182,Card,Paid,2025-06-02
26183,UPI,Paid,2025-07-03
26184,Net Banking,Paid,2025-12-03
26185,UPI,Paid,2024-08-29
26186,UPI,Paid,2024-11-17
26187,Card,Paid,2026-06-09
26188,UPI,Paid,2025-01-15
26189,UPI,Paid,2025-10-03
26190,UPI,Paid,2025-10-20
26191,UPI,Paid,2025-05-05
26192,UPI,Paid,2026-04-08
26193,UPI,Pending,2025-06-23
26194,UPI,Pending,2025-11-18
26195,Card,Paid,2026-07-13
26196,UPI,Paid,2025-12-31
26197,UPI,Paid,2025-06-13
26198,UPI,Paid,2025-02-09
26199,UPI,Paid,2024-11-06
26200,UPI,Paid,2024-08-27
26201,Card,Paid,2024-12-16
26202,UPI,Paid,2026-01-25
26203,UPI,Paid,2026-04-29
26204,Cash,Paid,2024-10-15
26205,Card,Paid,2025-08-23
26206,UPI,Paid,2025-02-21
26207,Cash,Paid,2025-04-25
26208,Net Banking,Paid,2025-09-16
26209,UPI,Paid,2025-06-26
26210,Card,Paid,2026-04-15
26211,UPI,Paid,2025-01-11
26212,Net Banking,Paid,2025-12-12
26213,Cash,Paid,2025-08-14
26214,UPI,Paid,2025-07-03
26215,UPI,Paid,2025-10-24
26216,UPI,Paid,2025-09-01
26217,Card,Paid,2026-06-01
26218,Card,Pending,2026-07-09
26219,Cash,Paid,2024-08-05
26220,UPI,Paid,2026-03-07
26221,Card,Paid,2026-02-13
26222,UPI,Paid,2024-11-30
26223,Cash,Paid,2025-02-05
26224,Card,Paid,2025-01-26
26225,Net Banking,Paid,2026-02-21
26226,Card,Paid,2026-01-21
26227,Card,Paid,2025-05-21
26228,Wallet,Paid,2026-01-16
26229,UPI,Pending,2025-03-15
26230,Net Banking,Paid,2025-02-25
26231,UPI,Paid,2026-02-12
26232,Card,Paid,2025-03-03
26233,Net Banking,Paid,2025-09-07
26234,UPI,Paid,2025-08-08
26235,UPI,Paid,2025-09-19
26236,Wallet,Paid,2025-06-11
